booking_id,booking_date,arrival_date,lead_time,stays_weekend,stays_weekday,adults,children,babies,meal_plan,country,market_segment,room_type,deposit_type,agent_id,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,special_requests,avg_daily_rate,parking_spaces,cancellation_fee_charged,is_canceled
11761,2022-02-13,2022-05-29,105,1,2,1,0.0,0,Half Board,PER,Corporate,Deluxe,No Deposit,30,0,0.0,2,2,92.29,0,0,0
8850,2023-01-21,2023-01-25,4,3,3,2,,0,Self Catering,ESP,Online,Deluxe,No Deposit,48,0,,0,0,197.87,0,1,1
2534,2023-03-07,2023-03-10,3,3,2,1,3.0,1,Self Catering,LVA,Online,Standard,Non Refund,30,0,,1,0,70.36,1,1,1
2170,2022-01-26,2022-03-03,36,3,5,2,0.0,0,Bed & Breakfast,PRT,Groups,Deluxe,No Deposit,44,0,,3,0,92.36,1,1,1
11082,2023-08-24,2023-09-22,29,0,3,3,0.0,0,Bed & Breakfast,GBR,Online,Suite,Non Refund,21,0,4.0,1,1,137.74,0,1,1
7158,2023-04-17,2023-07-13,87,4,7,2,,0,Half Board,SAU,Online,Standard,No Deposit,42,1,0.0,0,1,34.25,1,1,1
9809,2023-01-21,2023-01-30,9,2,3,3,2.0,0,Half Board,CHN,Groups,Standard,No Deposit,34,0,0.0,3,1,35.56,0,0,0
231,2022-03-11,2022-07-26,137,1,3,2,0.0,1,Half Board,GBR,Online,Deluxe,No Deposit,32,0,0.0,3,4,70.37,0,0,0
6537,2023-07-11,2023-09-10,61,1,2,1,0.0,0,Bed & Breakfast,NOR,Online,Deluxe,No Deposit,42,1,2.0,0,1,66.66,1,0,0
6666,2023-11-21,2023-12-29,38,0,3,2,0.0,0,Bed & Breakfast,AUT,Corporate,Deluxe,No Deposit,46,0,0.0,0,2,56.22,0,0,0
6297,2022-09-16,2023-05-27,253,3,2,3,3.0,0,Half Board,GBR,Groups,Standard,Non Refund,40,0,0.0,1,1,70.47,1,0,0
3373,2022-09-18,2022-10-22,34,0,1,2,1.0,0,Bed & Breakfast,AUT,Corporate,Deluxe,No Deposit,2,0,1.0,0,1,78.43,0,0,0
10166,2022-05-14,2022-06-29,46,2,2,1,0.0,0,Bed & Breakfast,USA,Offline,Standard,No Deposit,4,0,2.0,0,2,90.0,1,1,1
6687,2023-03-12,2023-04-02,21,1,3,2,3.0,0,Self Catering,GBR,Groups,Standard,No Deposit,26,0,0.0,3,1,86.37,0,0,0
11941,2023-09-28,2023-10-09,11,1,6,2,0.0,1,Half Board,USA,Online,Standard,No Deposit,21,0,0.0,2,3,67.06,0,1,1
5793,2022-11-21,2023-01-07,47,0,2,2,3.0,0,Self Catering,COL,Online,Deluxe,Non Refund,5,1,0.0,2,1,47.54,0,0,0
2465,2022-10-28,2022-11-06,9,0,4,2,0.0,0,Bed & Breakfast,FRA,Corporate,Deluxe,No Deposit,3,0,,3,2,64.62,1,0,0
9109,2022-09-07,2022-10-20,43,1,2,2,,0,Bed & Breakfast,ITA,Aviation,Deluxe,Non Refund,22,0,0.0,1,2,39.78,0,0,0
9218,2022-02-21,2022-07-24,153,0,3,1,,0,Full Board,CHL,Offline,Standard,No Deposit,41,0,0.0,0,0,68.66,2,0,0
6219,2022-09-02,2022-09-02,0,1,2,1,0.0,0,Full Board,ESP,Corporate,Standard,No Deposit,6,0,1.0,1,4,144.99,2,1,1
4070,2023-10-14,2023-10-21,7,1,2,2,0.0,0,Half Board,AUT,Online,Deluxe,No Deposit,13,0,2.0,2,2,53.82,0,0,0
5580,2022-04-15,2022-05-05,20,4,6,2,2.0,0,Self Catering,THA,Online,Standard,No Deposit,25,1,0.0,0,2,66.41,0,0,0
11227,2022-05-22,2022-10-20,151,3,2,2,0.0,0,Half Board,EGY,Offline,Standard,Non Refund,7,0,,2,0,71.13,0,0,0
10507,2022-05-21,2022-08-09,80,2,5,2,0.0,0,Bed & Breakfast,USA,Online,Standard,No Deposit,25,0,1.0,1,1,158.67,2,1,1
4731,2023-09-19,2023-09-27,8,2,2,1,1.0,1,Bed & Breakfast,GBR,Corporate,Deluxe,No Deposit,26,1,0.0,2,1,39.39,0,1,1
7155,2022-09-17,2022-10-22,35,0,2,1,2.0,0,Half Board,SWE,Corporate,Deluxe,Non Refund,28,0,0.0,4,2,68.91,0,0,0
10988,2023-12-25,2024-02-18,55,0,2,2,0.0,0,Self Catering,BRA,Offline,Standard,Non Refund,16,0,1.0,1,3,62.61,1,1,1
2528,2022-12-12,2022-12-13,1,0,0,2,0.0,0,Bed & Breakfast,GBR,Groups,Deluxe,Non Refund,13,0,0.0,0,2,70.99,0,0,0
10346,2023-12-27,2024-02-20,55,4,2,2,0.0,0,Bed & Breakfast,AUT,Groups,Standard,No Deposit,2,0,0.0,3,1,162.23,1,1,0
10565,2022-05-09,2022-06-06,28,2,2,2,0.0,1,Self Catering,IND,Online,Standard,No Deposit,13,1,0.0,0,0,60.55,0,1,1
6775,2023-02-02,2023-02-27,25,0,2,3,1.0,0,Self Catering,USA,Corporate,Deluxe,No Deposit,6,0,0.0,3,0,123.28,0,0,0
4735,2022-11-06,2022-12-23,47,0,2,1,0.0,0,Bed & Breakfast,TUR,Groups,Deluxe,Non Refund,27,0,0.0,0,0,54.24,0,0,0
4620,2022-12-03,2023-12-05,367,2,0,2,1.0,0,Bed & Breakfast,SGP,Online,Deluxe,Refundable,15,0,,1,1,61.92,1,0,0
9921,2023-03-21,2023-04-28,38,3,1,1,1.0,1,Full Board,EGY,Offline,Standard,No Deposit,5,0,2.0,0,2,50.34,0,0,0
11683,2023-02-14,2023-08-19,186,0,4,2,0.0,0,Half Board,IRL,Corporate,Standard,Refundable,15,0,,0,2,77.95,0,0,0
2968,2023-04-21,2023-08-15,116,3,1,4,0.0,0,Half Board,JPN,Offline,Standard,No Deposit,12,0,,2,1,50.27,0,0,0
9199,2023-03-19,2023-06-01,74,0,4,2,2.0,0,Bed & Breakfast,CZE,Aviation,Standard,No Deposit,13,0,3.0,2,1,37.55,0,0,0
9658,2023-10-06,2024-01-02,88,0,0,2,0.0,0,Half Board,SWE,Online,Standard,No Deposit,33,0,0.0,2,1,51.02,0,0,1
4924,2023-02-17,2023-04-13,55,1,2,2,0.0,1,Self Catering,AUT,Online,Standard,No Deposit,14,0,,3,2,50.03,0,0,0
6588,2023-01-28,2023-05-24,116,1,2,2,0.0,0,Bed & Breakfast,DEU,Offline,Deluxe,No Deposit,26,1,0.0,0,1,181.85,0,1,1
3303,2023-11-01,2024-01-17,77,1,1,4,1.0,1,Half Board,ROU,Corporate,Suite,Non Refund,21,0,1.0,4,4,156.74,1,0,0
8606,2022-04-29,2022-08-16,109,0,4,1,3.0,0,Half Board,ROU,Online,Deluxe,Non Refund,47,0,0.0,3,2,161.75,2,0,0
1025,2023-06-15,2023-09-02,79,2,3,2,2.0,0,Bed & Breakfast,TUR,Online,Suite,No Deposit,11,0,0.0,1,4,50.85,1,0,0
11273,2023-07-10,2023-09-18,70,0,7,1,0.0,0,Bed & Breakfast,SVK,Corporate,Suite,No Deposit,3,0,1.0,0,1,53.46,1,0,0
3036,2023-08-06,2023-08-13,7,0,3,2,0.0,0,Self Catering,GBR,Online,Standard,No Deposit,49,1,0.0,3,1,64.97,1,1,1
6500,2022-06-20,2022-12-21,184,0,3,3,1.0,0,Bed & Breakfast,GRC,Online,Standard,Non Refund,39,0,1.0,1,0,53.17,0,0,0
7463,2022-08-19,2022-12-17,120,0,3,1,3.0,1,Full Board,SVK,Online,Suite,No Deposit,46,0,3.0,1,0,71.85,0,0,0
3205,2023-08-02,2023-08-17,15,1,3,2,,0,Bed & Breakfast,IRL,Online,Standard,No Deposit,47,0,1.0,1,0,77.27,0,1,1
4036,2023-10-23,2023-12-25,63,3,6,1,0.0,0,Half Board,LTU,Online,Standard,No Deposit,12,0,1.0,3,2,65.67,0,0,0
860,2022-07-30,2022-09-02,34,1,5,2,1.0,0,Bed & Breakfast,POL,Corporate,Standard,No Deposit,30,0,,1,1,98.73,2,0,0
2940,2023-06-08,2023-06-09,1,2,2,3,1.0,0,Bed & Breakfast,GBR,Groups,Standard,No Deposit,1,0,1.0,1,3,150.66,1,1,1
2050,2023-04-14,2023-07-31,108,1,1,2,2.0,0,Bed & Breakfast,FRA,Online,Suite,Refundable,22,0,3.0,5,1,37.88,1,0,1
11163,2022-01-25,2022-02-28,34,2,1,3,0.0,0,Bed & Breakfast,ESP,Online,Standard,No Deposit,28,0,0.0,0,2,55.69,0,0,0
10746,2023-10-31,2024-05-28,210,2,3,1,2.0,0,Bed & Breakfast,ESP,Corporate,Standard,No Deposit,18,0,,2,1,98.8,0,0,0
11500,2023-12-01,2024-01-22,52,0,2,2,3.0,0,Bed & Breakfast,LVA,Online,Standard,No Deposit,45,1,0.0,1,2,65.61,2,0,0
4318,2022-05-30,2022-06-19,20,0,3,2,0.0,0,Bed & Breakfast,IND,Offline,Deluxe,Non Refund,46,0,1.0,1,0,53.44,0,1,1
8033,2022-05-15,2022-06-16,32,1,1,1,0.0,1,Bed & Breakfast,NOR,Online,Deluxe,No Deposit,13,0,,2,1,61.57,1,1,1
8326,2022-01-06,2022-02-01,26,2,3,3,0.0,0,Half Board,LTU,Online,Standard,Refundable,9,0,0.0,0,2,83.54,2,0,0
7146,2022-10-16,2023-05-01,197,1,3,2,,0,Bed & Breakfast,NZL,Groups,Standard,Non Refund,30,0,0.0,3,1,114.76,0,0,0
8039,2022-01-29,2022-05-05,96,1,2,2,0.0,0,Half Board,JPN,Online,Standard,No Deposit,11,0,0.0,2,1,42.64,0,1,1
11947,2023-02-23,2023-03-19,24,0,3,2,0.0,1,Bed & Breakfast,GBR,Offline,Deluxe,Refundable,13,0,0.0,2,2,98.36,0,0,0
10019,2023-07-19,2023-11-10,114,1,4,1,1.0,0,Half Board,POL,Corporate,Standard,No Deposit,11,0,1.0,0,2,98.47,1,1,1
11987,2023-10-26,2023-11-16,21,0,3,2,3.0,0,Full Board,BGR,Online,Suite,No Deposit,28,0,0.0,1,0,48.27,0,1,1
10597,2023-10-22,2024-05-08,199,1,6,2,2.0,0,Bed & Breakfast,ROU,Corporate,Standard,No Deposit,6,0,,2,1,75.75,0,0,0
1074,2022-12-25,2022-12-29,4,1,5,3,2.0,0,Bed & Breakfast,FIN,Online,Deluxe,Refundable,37,1,1.0,0,4,105.99,0,1,1
7788,2022-05-13,2022-08-03,82,2,3,2,,2,Half Board,CHL,Corporate,Standard,No Deposit,44,0,1.0,1,2,67.35,0,0,0
3418,2023-08-19,2023-09-06,18,1,2,1,0.0,0,Bed & Breakfast,ROU,Online,Standard,No Deposit,14,0,,1,0,136.85,0,1,1
10333,2023-05-02,2023-05-20,18,1,1,1,2.0,0,Full Board,SVK,Online,Standard,No Deposit,45,0,2.0,2,2,49.92,1,1,1
5748,2023-04-02,2023-05-08,36,0,3,1,0.0,0,Bed & Breakfast,POL,Groups,Standard,No Deposit,17,0,0.0,1,0,538.93,0,0,0
7300,2023-08-05,2024-04-10,249,1,6,2,0.0,0,Self Catering,TUR,Corporate,Standard,Non Refund,4,1,1.0,0,1,34.69,0,0,0
4067,2022-11-23,2023-03-12,109,0,6,2,0.0,0,Half Board,PRT,Online,Suite,Non Refund,36,0,0.0,3,0,32.84,1,1,1
4326,2022-08-05,2022-11-09,96,4,2,2,0.0,0,Bed & Breakfast,IND,Online,Deluxe,Refundable,8,1,0.0,1,2,35.57,1,0,0
6192,2022-11-18,2022-12-19,31,2,3,1,0.0,0,Self Catering,BEL,Online,Standard,Refundable,20,0,0.0,0,2,87.1,0,0,0
6392,2022-01-31,2022-03-29,57,1,3,1,2.0,0,Self Catering,HUN,Online,Standard,No Deposit,45,0,3.0,0,5,156.44,0,0,0
10642,2023-07-03,2023-11-07,127,4,5,2,0.0,1,Bed & Breakfast,RUS,Online,Suite,Refundable,50,0,0.0,3,1,82.71,0,0,0
1978,2022-04-13,2022-05-04,21,1,4,2,1.0,2,Self Catering,USA,Corporate,Standard,No Deposit,33,0,4.0,2,1,66.78,2,0,0
8994,2022-04-03,2022-06-09,67,3,4,1,1.0,0,Half Board,IND,Online,Suite,No Deposit,30,0,,0,0,78.41,0,1,0
1178,2022-04-23,2022-08-08,107,1,2,2,1.0,0,Bed & Breakfast,POL,Online,Deluxe,No Deposit,47,1,2.0,2,2,37.17,0,1,1
9116,2023-01-14,2023-07-17,184,0,0,2,0.0,0,Full Board,USA,Online,Standard,No Deposit,33,0,0.0,1,0,96.74,1,1,1
9318,2023-05-05,2024-01-30,270,2,3,2,0.0,0,Half Board,MAR,Offline,Deluxe,Non Refund,12,0,0.0,1,1,62.85,0,0,0
8231,2023-12-24,2024-02-22,60,3,3,1,0.0,1,Full Board,SGP,Corporate,Suite,No Deposit,28,0,0.0,3,2,33.27,0,1,1
664,2022-09-22,2023-05-05,225,2,2,2,0.0,1,Full Board,SVN,Offline,Deluxe,No Deposit,48,0,0.0,1,3,71.33,0,0,0
9142,2023-06-25,2023-12-10,168,2,3,2,1.0,0,Half Board,USA,Corporate,Deluxe,Non Refund,8,0,0.0,3,2,61.38,0,0,0
8592,2022-04-09,2023-03-21,346,0,1,1,1.0,0,Bed & Breakfast,USA,Groups,Standard,No Deposit,16,0,0.0,0,5,199.96,0,1,1
6758,2022-10-27,2023-07-10,256,0,2,3,0.0,1,Self Catering,RUS,Corporate,Standard,No Deposit,23,0,0.0,1,4,42.7,2,0,0
3410,2022-01-18,2022-01-19,1,1,3,3,0.0,0,Bed & Breakfast,FRA,Online,Deluxe,No Deposit,46,0,0.0,1,0,70.48,0,1,1
4122,2022-03-09,2022-07-03,116,0,6,2,1.0,0,Bed & Breakfast,POL,Online,Standard,No Deposit,41,1,0.0,3,3,123.35,0,0,0
6749,2023-08-26,2023-09-04,9,1,3,3,1.0,0,Full Board,ARE,Corporate,Standard,Non Refund,28,0,0.0,1,1,142.65,0,0,0
841,2023-06-20,2023-09-26,98,2,1,4,2.0,0,Bed & Breakfast,ESP,Online,Deluxe,No Deposit,21,0,1.0,1,0,43.52,1,1,1
10244,2022-05-13,2022-07-11,59,0,1,3,0.0,0,Half Board,BRA,Online,Standard,No Deposit,33,0,0.0,2,0,92.0,1,1,1
5753,2022-01-03,2022-04-08,95,2,4,2,1.0,0,Self Catering,ESP,Online,Suite,Non Refund,35,0,3.0,1,0,63.52,0,1,1
4395,2022-08-26,2022-11-18,84,3,1,1,0.0,1,Self Catering,FRA,Online,Standard,No Deposit,28,0,1.0,3,0,52.12,0,0,0
1406,2022-05-18,2022-08-04,78,3,4,1,0.0,1,Self Catering,FIN,Offline,Deluxe,No Deposit,32,0,1.0,2,2,41.85,0,1,1
3146,2023-02-06,2023-06-15,129,2,1,1,1.0,0,Bed & Breakfast,ESP,Online,Standard,No Deposit,7,0,1.0,2,2,118.1,1,1,1
9226,2023-10-18,2023-12-17,60,2,3,1,0.0,0,Half Board,RUS,Groups,Suite,Non Refund,23,0,,0,0,63.8,0,0,0
12099,2022-11-11,2022-12-03,22,1,5,3,0.0,1,Half Board,GBR,Corporate,Suite,No Deposit,8,0,0.0,5,2,45.08,0,1,1
103,2023-08-08,2023-08-13,5,0,3,2,,0,Half Board,ROU,Online,Deluxe,Refundable,1,0,0.0,4,1,40.17,0,0,0
2666,2022-10-07,2022-10-20,13,4,1,1,0.0,0,Bed & Breakfast,BEL,Online,Standard,Refundable,2,1,1.0,0,0,25.32,0,1,1
5640,2023-11-04,2023-12-19,45,2,6,3,3.0,0,Bed & Breakfast,DEU,Online,Deluxe,No Deposit,26,0,0.0,1,0,79.72,0,1,1
7949,2023-03-16,2023-08-06,143,1,3,2,0.0,0,Full Board,DEU,Online,Standard,No Deposit,11,0,0.0,1,1,15.63,1,0,0
2605,2022-09-26,2022-11-01,36,0,1,4,1.0,0,Full Board,PRT,Groups,Standard,No Deposit,42,0,0.0,0,5,97.33,0,1,1
6860,2022-03-26,2022-07-18,114,2,4,4,1.0,0,Bed & Breakfast,RUS,Groups,Suite,No Deposit,16,0,1.0,1,2,53.61,0,0,0
11962,2023-08-23,2023-09-07,15,2,3,2,0.0,0,Bed & Breakfast,AUS,Offline,Standard,Non Refund,5,0,3.0,3,2,44.38,1,0,0
585,2023-06-12,2023-10-21,131,1,2,1,1.0,0,Bed & Breakfast,EGY,Groups,Standard,No Deposit,39,1,4.0,1,2,120.59,0,0,0
6611,2023-10-09,2024-01-05,88,2,1,2,0.0,0,Full Board,ESP,Aviation,Standard,No Deposit,47,0,0.0,0,5,77.28,0,0,0
1652,2022-10-24,2023-04-16,174,4,4,2,0.0,0,Bed & Breakfast,DNK,Offline,Deluxe,No Deposit,37,0,,0,0,88.43,0,1,1
1428,2023-06-09,2023-07-04,25,3,4,2,3.0,0,Half Board,DEU,Online,Standard,No Deposit,11,0,0.0,1,2,50.05,1,0,0
2516,2023-10-13,2023-11-26,44,1,2,1,0.0,0,Bed & Breakfast,USA,Online,Standard,No Deposit,2,0,,2,3,58.25,0,0,0
8942,2023-06-07,2023-10-25,140,1,2,3,0.0,2,Bed & Breakfast,ARE,Offline,Standard,No Deposit,36,0,0.0,1,0,122.35,1,0,0
7198,2022-08-30,2022-10-16,47,2,2,2,0.0,2,Half Board,ITA,Online,Standard,No Deposit,45,0,0.0,1,0,94.48,0,0,0
8253,2022-05-07,2022-05-17,10,1,2,4,0.0,0,Self Catering,DEU,Corporate,Standard,No Deposit,41,0,,0,0,80.21,1,1,1
11438,2023-01-17,2023-02-28,42,0,5,2,0.0,1,Bed & Breakfast,NLD,Offline,Standard,No Deposit,48,0,1.0,2,2,98.08,0,0,0
6621,2022-01-27,2022-03-14,46,0,2,4,1.0,0,Bed & Breakfast,FRA,Online,Deluxe,No Deposit,41,0,1.0,4,0,130.86,0,1,1
5910,2022-06-30,2022-07-07,7,1,1,2,0.0,0,Bed & Breakfast,NLD,Online,Standard,No Deposit,8,0,1.0,1,1,35.59,1,1,1
5702,2022-10-27,2023-03-03,127,2,3,3,0.0,2,Self Catering,ESP,Corporate,Suite,No Deposit,39,0,0.0,3,0,83.98,1,1,1
355,2023-10-28,2024-12-21,420,0,2,1,0.0,0,Full Board,NLD,Online,Deluxe,No Deposit,49,0,0.0,1,2,27.83,2,1,1
9098,2022-07-25,2023-01-04,163,4,2,2,0.0,0,Bed & Breakfast,CAN,Online,Standard,Non Refund,26,0,0.0,1,2,90.77,0,1,1
7926,2023-09-07,2023-09-16,9,1,2,2,0.0,0,Half Board,BRA,Groups,Deluxe,No Deposit,37,0,1.0,1,2,57.99,0,1,1
2958,2022-05-12,2023-04-19,342,4,5,2,2.0,1,Half Board,NLD,Online,Deluxe,No Deposit,27,0,4.0,3,3,81.14,0,1,1
9488,2022-08-12,2022-08-15,3,0,3,3,1.0,0,Half Board,AUT,Corporate,Standard,No Deposit,46,0,1.0,1,2,99.05,0,0,0
6382,2022-11-19,2023-01-25,67,0,6,1,1.0,0,Bed & Breakfast,GBR,Online,Deluxe,No Deposit,36,1,0.0,0,4,94.03,0,0,0
3718,2023-05-14,2023-06-15,32,1,2,1,,1,Full Board,PER,Online,Deluxe,No Deposit,4,1,0.0,2,3,48.34,1,1,1
9066,2022-09-16,2022-10-28,42,2,3,2,2.0,0,Full Board,LVA,Online,Standard,No Deposit,47,0,1.0,0,1,76.62,1,0,0
2243,2022-05-26,2022-06-28,33,0,5,1,,0,Self Catering,NLD,Groups,Deluxe,No Deposit,4,0,3.0,2,0,35.71,0,1,1
4333,2023-12-01,2023-12-11,10,1,3,2,0.0,1,Bed & Breakfast,BEL,Offline,Deluxe,No Deposit,48,0,0.0,1,2,121.76,0,0,0
11797,2022-06-02,2023-05-03,335,0,1,2,0.0,0,Full Board,BRA,Online,Standard,No Deposit,20,0,,4,2,88.25,0,1,1
4520,2023-05-10,2023-06-27,48,1,3,1,0.0,0,Bed & Breakfast,HUN,Corporate,Standard,No Deposit,45,0,1.0,3,3,57.34,1,1,1
3169,2022-05-30,2022-08-18,80,3,1,1,1.0,0,Half Board,NLD,Corporate,Deluxe,No Deposit,4,0,4.0,2,1,26.22,0,0,0
10664,2022-12-28,2022-12-30,2,2,3,3,0.0,0,Self Catering,NLD,Online,Standard,Non Refund,4,0,0.0,3,0,52.66,0,0,0
6985,2022-08-13,2022-09-17,35,3,1,2,0.0,0,Bed & Breakfast,GBR,Corporate,Deluxe,Refundable,50,1,0.0,1,0,32.71,1,0,0
9434,2022-02-14,2022-04-19,64,2,1,2,0.0,0,Self Catering,ITA,Offline,Standard,No Deposit,12,0,0.0,3,0,71.86,1,1,1
3467,2022-09-13,2022-10-16,33,1,2,2,1.0,0,Bed & Breakfast,NLD,Online,Standard,No Deposit,22,0,1.0,0,1,108.23,1,0,0
148,2022-06-16,2022-08-26,71,0,4,1,,1,Bed & Breakfast,HUN,Offline,Suite,Non Refund,15,0,,1,2,68.89,0,1,0
5078,2022-05-25,2022-10-20,148,2,5,2,0.0,0,Bed & Breakfast,PHL,Online,Deluxe,No Deposit,3,1,0.0,0,0,180.74,0,1,1
7091,2023-01-28,2023-03-04,35,1,2,2,1.0,0,Self Catering,MAR,Corporate,Deluxe,No Deposit,12,0,2.0,2,4,33.1,0,0,1
3409,2023-04-08,2023-04-16,8,0,1,2,,0,Half Board,IRL,Online,Deluxe,No Deposit,34,0,0.0,0,2,156.4,0,1,1
5672,2023-03-06,2023-03-20,14,0,4,1,0.0,0,Self Catering,SVN,Aviation,Standard,No Deposit,10,0,0.0,1,0,118.24,1,1,1
4800,2023-08-23,2023-09-26,34,2,2,2,0.0,0,Half Board,RUS,Online,Standard,No Deposit,28,0,2.0,1,3,62.52,0,0,0
8721,2022-10-23,2022-11-19,27,0,0,4,0.0,0,Self Catering,IND,Groups,Deluxe,Non Refund,9,0,1.0,2,1,68.67,2,0,0
1830,2022-05-06,2022-07-27,82,0,2,1,1.0,0,Bed & Breakfast,PHL,Offline,Deluxe,Non Refund,10,1,0.0,1,1,69.27,1,0,0
6831,2023-05-28,2023-10-30,155,2,2,2,0.0,0,Half Board,DEU,Offline,Standard,No Deposit,6,0,2.0,1,0,63.0,0,0,0
5205,2022-04-18,2022-06-09,52,1,3,2,0.0,0,Half Board,CHN,Online,Suite,No Deposit,17,0,2.0,1,0,55.84,0,0,0
8698,2023-12-06,2024-08-10,248,0,2,3,0.0,0,Bed & Breakfast,ESP,Aviation,Suite,No Deposit,2,0,0.0,2,1,38.58,0,0,0
2365,2023-03-21,2023-03-31,10,3,1,2,1.0,0,Bed & Breakfast,BRA,Groups,Suite,No Deposit,27,1,3.0,0,2,122.4,0,0,0
4374,2022-11-02,2022-12-12,40,0,4,4,1.0,0,Bed & Breakfast,AUT,Offline,Standard,Non Refund,32,0,1.0,2,1,94.61,1,0,0
8571,2023-10-02,2023-10-09,7,0,2,1,1.0,0,Half Board,ITA,Online,Standard,No Deposit,38,0,0.0,4,2,100.86,1,0,0
2862,2022-09-02,2022-10-21,49,1,0,2,3.0,0,Bed & Breakfast,RUS,Offline,Standard,No Deposit,40,0,1.0,0,3,67.23,0,1,1
9738,2023-08-12,2023-10-09,58,2,5,2,,0,Full Board,BEL,Corporate,Deluxe,No Deposit,41,1,0.0,0,2,26.7,0,1,1
6595,2022-10-01,2022-10-19,18,1,0,1,0.0,0,Bed & Breakfast,DEU,Online,Standard,No Deposit,14,0,1.0,0,2,64.56,0,0,0
11134,2023-06-01,2023-06-03,2,3,3,1,0.0,0,Self Catering,SGP,Corporate,Standard,No Deposit,6,0,,2,0,157.74,0,1,1
6365,2022-11-25,2023-03-24,119,2,6,1,1.0,0,Full Board,PHL,Online,Deluxe,No Deposit,37,0,,3,4,40.76,0,1,1
703,2022-08-20,2022-12-12,114,2,1,3,2.0,0,Self Catering,NLD,Groups,Standard,No Deposit,44,0,0.0,2,0,30.78,0,1,1
6786,2023-05-06,2023-06-02,27,1,2,1,0.0,1,Full Board,ESP,Corporate,Standard,No Deposit,47,0,0.0,0,0,161.53,2,0,0
2121,2022-07-20,2022-07-21,1,4,3,2,1.0,1,Bed & Breakfast,FRA,Offline,Standard,No Deposit,6,0,2.0,0,0,111.48,0,0,0
4883,2022-03-04,2022-03-31,27,0,5,3,1.0,2,Bed & Breakfast,KOR,Corporate,Suite,No Deposit,8,0,0.0,2,1,92.49,0,0,0
12044,2022-02-22,2022-03-26,32,1,3,3,0.0,0,Half Board,BEL,Online,Standard,No Deposit,6,0,0.0,0,2,87.78,0,0,0
6723,2022-04-08,2022-05-09,31,0,2,2,3.0,0,Bed & Breakfast,RUS,Online,Deluxe,No Deposit,18,1,3.0,2,2,65.46,2,0,0
278,2022-09-14,2023-04-12,210,0,5,4,2.0,0,Bed & Breakfast,ARE,Corporate,Deluxe,No Deposit,48,0,,3,1,77.56,0,0,0
879,2022-08-29,2022-10-17,49,2,5,3,2.0,0,Bed & Breakfast,BEL,Online,Standard,No Deposit,48,1,0.0,1,0,123.1,0,1,1
3628,2023-04-10,2023-07-28,109,0,2,2,0.0,0,Half Board,ZAF,Aviation,Suite,No Deposit,30,1,0.0,0,1,65.98,2,0,0
1719,2023-07-17,2023-07-29,12,3,0,1,1.0,0,Half Board,EGY,Corporate,Standard,Refundable,25,0,,1,3,96.7,1,0,0
4526,2022-09-03,2022-10-03,30,3,4,2,0.0,1,Bed & Breakfast,FIN,Online,Standard,No Deposit,10,0,0.0,3,1,42.09,0,1,1
10605,2022-09-15,2022-09-21,6,2,4,3,0.0,0,Bed & Breakfast,DEU,Online,Standard,No Deposit,2,0,0.0,3,2,58.45,0,0,0
3565,2022-09-04,2022-10-25,51,0,3,2,0.0,0,Bed & Breakfast,BEL,Online,Deluxe,No Deposit,49,0,1.0,1,1,55.48,1,1,1
8629,2022-11-23,2022-12-06,13,1,3,1,0.0,0,Bed & Breakfast,HRV,Aviation,Standard,No Deposit,33,0,1.0,3,1,92.44,0,1,1
10018,2022-08-04,2022-10-29,86,0,2,1,0.0,0,Self Catering,USA,Offline,Suite,No Deposit,34,0,2.0,1,0,153.65,0,1,1
5517,2022-12-22,2023-03-20,88,3,5,1,0.0,0,Half Board,CHN,Offline,Standard,No Deposit,23,0,0.0,0,1,88.53,2,0,0
6842,2023-11-03,2024-03-05,123,1,6,2,0.0,0,Half Board,CHN,Offline,Standard,No Deposit,28,0,0.0,1,1,152.25,0,1,1
8587,2023-04-08,2023-05-15,37,1,3,2,0.0,0,Bed & Breakfast,BGR,Online,Suite,Non Refund,28,0,0.0,1,1,57.03,0,0,0
1914,2022-10-23,2022-10-23,0,2,2,1,0.0,0,Half Board,CZE,Online,Standard,Non Refund,7,0,0.0,1,0,28.18,1,1,1
9114,2023-08-31,2023-10-10,40,0,0,1,1.0,0,Bed & Breakfast,ARE,Offline,Deluxe,No Deposit,43,0,0.0,2,3,78.72,0,0,0
8409,2023-09-12,2023-11-30,79,3,3,2,1.0,1,Half Board,LVA,Corporate,Standard,No Deposit,10,0,,3,3,32.24,2,0,0
10418,2023-08-12,2023-09-17,36,2,4,2,0.0,0,Self Catering,DEU,Online,Standard,No Deposit,26,0,0.0,3,3,86.8,0,1,1
6529,2023-05-19,2023-06-21,33,0,2,1,0.0,0,Half Board,BGR,Online,Standard,No Deposit,48,0,,1,3,79.33,2,0,0
5273,2022-03-24,2022-03-24,0,2,1,2,,0,Bed & Breakfast,FRA,Offline,Standard,No Deposit,11,0,3.0,0,0,40.31,1,1,1
11765,2023-03-27,2023-04-24,28,4,2,3,2.0,0,Bed & Breakfast,MYS,Online,Standard,Refundable,18,0,2.0,3,4,80.82,0,0,0
5629,2022-06-29,2022-10-06,99,0,1,2,0.0,0,Bed & Breakfast,USA,Offline,Standard,No Deposit,13,1,1.0,1,2,70.22,0,0,0
